1,"[['7200', False], ['27581', False], ['30197', False], ['32692', False], ['30199', False], ['32702', False], ['31852', False], ['30120', False], ['30426', False], ['100025', False], ['31856', True], ['31031', True], ['30972', True], ['29281', True], ['32723', True], ['33582', True]]",8
2,"[['5228', False], ['27589', False], ['32719', False], ['30994', False], ['30180', False], ['32711', False], ['26686', False], ['31905', False], ['33211', False], ['100002', False], ['33138', True], ['30977', True], ['31010', True], ['29255', True], ['33423', True], ['33398', True]]",7
3,"[['29369', False], ['31896', False], ['26650', False], ['24171', False], ['30154', False], ['31885', False], ['24017', False], ['32687', False], ['30346', False], ['100028', False], ['31908', True], ['27648', True], ['32705', True], ['31104', True], ['31919', True], ['26060', True]]",5
4,"[['31833', False], ['28392', False], ['30182', False], ['31883', False], ['30121', False], ['33412', False], ['33392', False], ['31902', False], ['25881', False], ['100009', False], ['27548', True], ['29288', True], ['30218', True], ['28403', True], ['30777', True], ['100014', True]]",6
5,"[['32671', False], ['29399', False], ['26699', False], ['27277', False], ['30295', False], ['32736', False], ['31840', False], ['30362', False], ['31199', False], ['100017', False], ['29344', True], ['30209', True], ['32703', True], ['28514', True], ['33389', True], ['100027', True]]",3
6,"[['25785', False], ['28457', False], ['26664', False], ['30996', False], ['30423', False], ['29238', False], ['31056', False], ['31017', False], ['7520', False], ['100007', False], ['33393', True], ['30118', True], ['30175', True], ['30247', True], ['31074', True], ['31960', True]]",4
7,"[['31002', False], ['28534', False], ['33394', False], ['31898', False], ['31005', False], ['33006', False], ['28592', False], ['27591', False], ['32858', False], ['100005', False], ['31857', True], ['24793', True], ['32695', True], ['32066', True], ['31019', True], ['100033', True]]",2
8,"[['32676', False], ['29785', False], ['31868', False], ['27535', False], ['29279', False], ['30161', False], ['30259', False], ['33437', False], ['26534', False], ['100023', False], ['30123', True], ['32704', True], ['27540', True], ['30117', True], ['29269', True], ['25876', True]]",1
