33394,WR,"['14.10', '5.80', '11.80', '4.80', '4.30', '26.90', '12.80', '6.15', '15.65', '8.40', '18.40', '26.55', '16.45', '0.00', '21.20', '6.95', '11.20']"
30426,K,"['6.00', '5.00', '6.00', '6.00', '11.00', '12.00', '10.00', '9.00', '3.00', '0.00', '3.00', '5.00', '12.00', '8.00', '11.00', '7.00', '11.00']"
32843,WR,"['5.10', '11.10', '1.40', '18.00', '5.00', '13.00', '4.90', '9.40', '19.10', '22.60', '17.00', '5.20', '2.40', '9.10', '8.40', '17.40', '20.60']"
31051,WR,"['5.60', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '5.70', '6.90', '14.10', '12.10', '8.50', '4.70', '6.30', '11.10', '0.00']"
30346,K,"['10.00', '5.00', '6.00', '6.00', '10.00', '9.00', '4.00', '8.00', '9.00', '12.00', '7.00', '11.00', '14.00', '8.00', '0.00', '7.00', '10.00']"
30153,WR,"['0.00', '0.00', '0.00', '3.90', '0.80', '0.00', '0.00', '0.00', '0.00', '0.00', '1.80', '0.30', '0.00', '0.00', '0.00', '0.00', '0.00']"
25881,K,"['9.00', '10.00', '3.00', '6.00', '14.00', '13.00', '8.00', '0.00', '0.00', '10.00', '6.00', '11.00', '13.00', '6.00', '8.00', '2.00', '8.00']"
30777,TE,"['1.80', '12.70', '1.10', '1.80', '1.30', '2.00', '14.30', '6.40', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
30117,RB,"['8.40', '10.60', '4.90', '16.40', '20.00', '28.70', '17.00', '5.80', '13.20', '10.40', '42.60', '18.70', '23.20', '10.20', '0.00', '0.00', '0.00']"
27648,TE,"['10.50', '7.00', '10.20', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '4.60', '12.30', '0.00', '0.00', '0.00', '0.00', '0.00']"
33211,K,"['4.00', '12.00', '11.00', '10.00', '5.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
31199,K,"['6.00', '0.00', '11.00', '5.00', '5.00', '8.00', '4.00', '4.00', '6.00', '10.00', '5.00', '8.00', '10.00', '7.00', '9.00', '3.00', '10.00']"
32756,RB,"['0.00', '14.40', '17.60', '13.10', '10.70', '4.90', '8.80', '3.40', '8.70', '0.50', '0.00', '4.30', '0.00', '0.00', '3.00', '3.90', '2.40']"
9265,QB,"['26.34', '19.22', '31.52', '21.30', '19.50', '27.24', '29.16', '26.20', '16.06', '12.82', '24.98', '25.00', '24.48', '17.46', '9.68', '18.26', '20.52']"
30531,WR,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '3.55', '0.00', '0.75', '1.80', '0.00', '0.00', '0.00', '0.00']"
100023,DEF,"['19.00', '2.00', '3.00', '6.00', '10.00', '13.00', '16.00', '7.00', '10.00', '1.00', '1.00', '15.00', '0.00', '22.00', '-1.00', '19.00', '19.00']"
100014,DEF,"['13.00', '13.00', '3.00', '-1.00', '12.00', '22.00', '11.00', '8.00', '6.00', '2.00', '2.00', '16.00', '8.00', '15.00', '12.00', '19.00', '7.00']"
100028,DEF,"['11.00', '3.00', '-4.00', '6.00', '5.00', '7.00', '8.00', '12.00', '10.00', '2.00', '14.00', '8.00', '15.00', '6.00', '-1.00', '7.00', '25.00']"
100033,DEF,"['3.00', '2.00', '8.00', '17.00', '5.00', '17.00', '-2.00', '-1.00', '10.00', '15.00', '17.00', '7.00', '8.00', '2.00', '-2.00', '19.00', '9.00']"
100027,DEF,"['1.00', '20.00', '-1.00', '14.00', '13.00', '5.00', '27.00', '0.00', '6.00', '18.00', '12.00', '17.00', '5.00', '12.00', '22.00', '4.00', '12.00']"
100025,DEF,"['9.00', '14.00', '0.00', '2.00', '10.00', '4.00', '7.00', '0.00', '22.00', '17.00', '6.00', '9.00', '10.00', '15.00', '10.00', '15.00', '10.00']"
100017,DEF,"['10.00', '25.00', '4.00', '7.00', '6.00', '1.00', '18.00', '14.00', '26.00', '17.00', '33.00', '20.00', '14.00', '4.00', '-2.00', '18.00', '2.00']"
100002,DEF,"['3.00', '27.00', '8.00', '28.00', '22.00', '1.00', '18.00', '14.00', '17.00', '-3.00', '17.00', '8.00', '0.00', '12.00', '6.00', '13.00', '21.00']"
8780,QB,"['7.36', '21.30', '16.62', '30.02', '23.58', '20.44', '8.14', '30.52', '2.68', '4.12', '11.20', '13.08', '11.90', '14.44', '13.10', '6.58', '11.84']"
30136,TE,"['0.00', '0.00', '1.10', '4.90', '7.50', '3.90', '7.40', '9.00', '11.30', '2.20', '5.20', '8.10', '1.30', '5.30', '9.70', '1.70', '0.90']"
32858,K,"['11.00', '5.00', '14.00', '16.00', '8.00', '13.00', '10.00', '7.00', '9.00', '1.00', '7.00', '3.00', '9.00', '7.00', '9.00', '3.00', '10.00']"
9520,K,"['7.00', '4.00', '6.00', '14.00', '10.00', '4.00', '8.00', '3.00', '5.00', '13.00', '8.00', '4.00', '9.00', '0.00', '16.00', '8.00', '12.00']"
33389,QB,"['24.08', '8.82', '9.46', '17.76', '23.72', '17.86', '14.62', '5.12', '9.78', '8.62', '19.02', '6.80', '5.04', '10.50', '13.90', '10.32', '18.62']"
33398,WR,"['17.10', '2.60', '4.30', '17.70', '12.20', '4.10', '8.60', '2.00', '22.10', '21.60', '8.10', '3.20', '2.50', '5.50', '17.50', '6.90', '5.60']"
26060,WR,"['10.00', '5.60', '16.30', '2.60', '1.00', '19.30', '18.00', '7.30', '2.50', '4.30', '7.10', '1.60', '10.90', '5.50', '0.00', '5.20', '5.10']"
29269,TE,"['4.60', '5.20', '6.10', '11.20', '17.50', '9.50', '9.30', '3.80', '8.90', '17.70', '3.50', '2.60', '0.00', '23.70', '1.40', '5.20', '12.10']"
31012,TE,"['0.00', '5.60', '14.60', '14.20', '6.30', '17.50', '19.00', '8.30', '7.40', '0.00', '7.50', '3.20', '8.10', '6.80', '3.70', '7.10', '3.20']"
28493,WR,"['0.00', '0.00', '0.00', '15.60', '6.40', '5.40', '13.40', '6.30', '3.50', '13.40', '1.00', '8.20', '3.40', '6.50', '0.00', '0.00', '2.10']"
30118,WR,"['25.20', '1.80', '6.60', '21.10', '6.50', '12.70', '0.00', '0.00', '10.80', '5.00', '0.00', '2.50', '0.00', '0.00', '0.00', '0.00', '0.00']"
7520,K,"['14.00', '6.00', '4.00', '0.00', '0.00', '0.00', '0.00', '5.00', '9.00', '14.00', '11.00', '5.00', '8.00', '7.00', '6.00', '11.00', '10.00']"
100007,DEF,"['14.00', '15.00', '24.00', '3.00', '4.00', '0.00', '9.00', '23.00', '12.00', '4.00', '23.00', '9.00', '16.00', '9.00', '14.00', '-1.00', '2.00']"
31888,WR,"['3.75', '8.80', '11.35', '5.10', '13.10', '9.60', '2.80', '8.80', '4.25', '4.00', '3.50', '1.70', '7.45', '2.50', '12.50', '7.25', '16.55']"
31221,RB,"['1.20', '3.40', '0.00', '3.30', '0.00', '1.20', '8.90', '0.00', '0.00', '0.20', '0.00', '3.10', '4.70', '11.40', '32.20', '7.60', '2.00']"
26804,RB,"['8.80', '9.60', '2.80', '12.90', '4.00', '12.60', '0.00', '0.00', '0.00', '4.30', '1.40', '4.50', '6.10', '5.60', '2.90', '3.10', '23.00']"
33006,RB,"['17.90', '11.30', '2.20', '0.00', '3.10', '0.00', '4.40', '0.00', '0.00', '0.00', '0.10', '0.00', '0.00', '0.00', '0.00', '0.00', '0.40']"
33422,WR,"['0.20', '6.70', '3.70', '0.00', '0.00', '9.70', '11.10', '24.90', '11.90', '27.60', '7.30', '18.60', '0.00', '0.00', '0.00', '0.00', '0.00']"
31857,WR,"['17.40', '22.30', '6.80', '18.10', '31.00', '5.50', '17.50', '18.10', '6.70', '0.00', '9.10', '8.00', '6.60', '9.30', '6.90', '2.30', '4.20']"
100005,DEF,"['1.00', '6.00', '22.00', '14.00', '0.00', '-1.00', '10.00', '8.00', '23.00', '-2.00', '14.00', '16.00', '15.00', '12.00', '1.00', '5.00', '14.00']"
32704,WR,"['4.40', '18.30', '11.30', '8.90', '18.90', '4.80', '19.50', '26.60', '14.90', '10.60', '3.30', '7.30', '15.00', '1.20', '13.50', '7.70', '17.40']"
33437,WR,"['12.10', '24.90', '2.75', '5.65', '12.80', '5.65', '4.05', '5.10', '6.20', '2.10', '12.95', '5.05', '3.10', '5.80', '0.00', '0.00', '0.00']"
